,
0025,0.058280
0035,0.058515
0045,0.058491
0055,0.058098
0085,0.057937
0095,0.058721
0115,0.057552
0125,0.057600
0145,
0165,0.057781
0175,0.058068
0185,0.058117
0205,0.057844
1375,0.058203
1385,0.057919
1445,0.058119
1455,0.057828
1465,0.057832
1475,
1485,0.057814
1495,0.058174
1505,0.057894
1515,0.058116
1525,0.057987
1535,0.057855
1555,0.057654
1565,0.059279
1575,0.060361
1585,0.057897
1595,0.057907
1605,0.058188
1615,0.060163
1625,0.060096
1645,0.058469
1655,0.058019
1665,0.057973
1685,0.059941
1705,0.060070
1715,0.059898
1725,0.057654
1735,0.059391
1745,0.059199
1755,0.059373
1765,0.059301
1775,0.058379
1785,0.057768
1795,0.057834
1805,0.059184
1815,0.057931
