1;-1.6597
2;-0.1321
3;-0.3582
4;1.0562
5;1.0620
6;0.7098
7;0.5715
8;0.6834
9;0.5405
10;0.4023
11;0.2766
12;0.2740
13;0.2940
14;0.2394
15;0.1815
16;0.3132
17;0.2553
18;0.1393
19;0.0956
20;0.1911
21;0.1649
22;0.1588
23;0.1438
24;0.1070
25;0.1443
26;0.1490
27;0.1202
28;0.1652
29;0.1902
30;0.1987
31;0.2204
32;0.2377
33;0.2581
34;0.2631
35;0.2467
36;0.2674
37;0.2700
38;0.2740
39;0.2831
40;0.2536
41;0.2608
42;0.2642
43;0.2586
44;0.2258
45;0.2134
46;0.1970
47;0.2075
48;0.2285
49;0.2275
50;0.2006
51;0.2057
52;0.2013
53;0.1716
54;0.1371
55;0.1199
56;0.1035
57;0.0721
58;0.0784
59;0.0579
60;0.0199
61;-0.0010
62;-0.0081
63;-0.0102
64;-0.0217
65;-0.0230
66;-0.0276
67;-0.0244
68;-0.0115
69;0.0015
70;0.0142
71;0.0258
72;0.0131
73;0.0169
74;0.0496
75;0.0698
76;0.0881
77;0.0981
78;0.1061
79;0.1141
80;0.1371
81;0.1449
82;0.1367
83;0.1488
84;0.1613
85;0.1606
86;0.1630
87;0.1695
88;0.1853
89;0.1903
90;0.1864
91;0.1840
92;0.1775
93;0.1765
94;0.1777
95;0.1783
96;0.1663
97;0.1677
98;0.1712
99;0.1746
100;0.1742
101;0.1736
102;0.1795
103;0.1836
104;0.1773
105;0.1796
106;0.1783
107;0.1755
108;0.1682
109;0.1671
110;0.1656
111;0.1647
112;0.1599
113;0.1546
114;0.1516
115;0.1513
116;0.1469
117;0.1436
118;0.1464
119;0.1437
120;0.1402
121;0.1328
122;0.1322
123;0.1259
124;0.1038
125;0.0988
126;0.1008
127;0.1008
128;0.0987
129;0.0984
130;0.0993
131;0.1020
132;0.1027
133;0.1040
134;0.1179
135;0.1217
136;0.1234
137;0.1279
138;0.1303
139;0.1296
140;0.1294
141;0.1308
142;0.1312
143;0.1327
144;0.1357
145;0.1362
146;0.1274
147;0.1257
148;0.1276
149;0.1283
150;0.1252
151;0.1269
152;0.1288
153;0.1280
154;0.1266
155;0.1273
156;0.1275
157;0.1288
158;0.1259
159;0.1258
160;0.1291
161;0.1309
162;0.1336
163;0.1344
164;0.1364
165;0.1370
166;0.1380
167;0.1382
168;0.1413
169;0.1394
170;0.1358
171;0.1366
172;0.1381
173;0.1370
174;0.1343
175;0.1343
176;0.1350
177;0.1369
178;0.1354
179;0.1357
180;0.1367
181;0.1363
182;0.1341
183;0.1334
184;0.1345
185;0.1346
186;0.1351
187;0.1352
188;0.1394
189;0.1394
190;0.1400
191;0.1398
192;0.1381
193;0.1386
194;0.1387
195;0.1403
196;0.1373
197;0.1369
198;0.1381
199;0.1385
200;0.1407
201;0.1415
202;0.1434
203;0.1458
204;0.1438
205;0.1451
206;0.1453
207;0.1465
208;0.1488
209;0.1475
210;0.1466
211;0.1465
212;0.1485
213;0.1473
214;0.1472
215;0.1475
216;0.1484
217;0.1482
218;0.1494
219;0.1484
220;0.1433
221;0.1411
222;0.1398
223;0.1373
224;0.1324
225;0.1312
226;0.1300
227;0.1267
228;0.1256
229;0.1237
230;0.1217
231;0.1207
232;0.1190
233;0.1190
234;0.1199
235;0.1208
236;0.1203
237;0.1199
238;0.1191
239;0.1192
240;0.1215
241;0.1226
242;0.1230
243;0.1244
244;0.1265
245;0.1279
246;0.1293
247;0.1305
248;0.1309
249;0.1316
250;0.1323
251;0.1336
252;0.1346
253;0.1362
254;0.1358
255;0.1356
256;0.1343
257;0.1342
258;0.1349
259;0.1358
260;0.1357
261;0.1364
262;0.1354
263;0.1356
264;0.1367
265;0.1368
266;0.1376
267;0.1371
268;0.1352
269;0.1342
270;0.1332
271;0.1334
272;0.1335
273;0.1334
274;0.1331
275;0.1325
276;0.1320
277;0.1313
278;0.1302
279;0.1301
280;0.1288
281;0.1284
282;0.1286
283;0.1281
284;0.1286
285;0.1284
286;0.1277
287;0.1277
288;0.1278
289;0.1276
290;0.1268
291;0.1264
292;0.1255
293;0.1255
294;0.1258
295;0.1260
296;0.1261
297;0.1256
298;0.1259
299;0.1254
300;0.1256
301;0.1251
302;0.1238
303;0.1232
304;0.1235
305;0.1226
306;0.1232
307;0.1225
308;0.1215
309;0.1209
310;0.1198
311;0.1193
312;0.1195
313;0.1189
314;0.1176
315;0.1173
316;0.1178
317;0.1181
318;0.1180
319;0.1182
320;0.1183
321;0.1180
322;0.1180
323;0.1175
324;0.1168
325;0.1167
326;0.1164
327;0.1158
328;0.1151
329;0.1149
330;0.1146
331;0.1144
332;0.1140
333;0.1135
334;0.1134
335;0.1127
336;0.1117
337;0.1110
338;0.1099
339;0.1097
340;0.1107
341;0.1103
342;0.1093
343;0.1092
344;0.1086
345;0.1087
346;0.1084
347;0.1082
348;0.1091
349;0.1089
350;0.1085
351;0.1082
352;0.1074
353;0.1070
354;0.1064
355;0.1060
356;0.1045
357;0.1046
358;0.1040
359;0.1036
360;0.1027
361;0.1020
362;0.1010
363;0.1007
364;0.1010
365;0.1005
366;0.0995
367;0.0984
368;0.0974
369;0.0962
370;0.0948
371;0.0939
372;0.0926
373;0.0919
374;0.0907
375;0.0899
376;0.0898
377;0.0891
378;0.0885
379;0.0875
380;0.0860
381;0.0852
382;0.0847
383;0.0838
384;0.0830
385;0.0824
386;0.0817
387;0.0810
388;0.0804
389;0.0796
390;0.0782
391;0.0775
392;0.0774
393;0.0770
394;0.0762
395;0.0755
396;0.0743
397;0.0734
398;0.0722
399;0.0715
400;0.0714
401;0.0706
402;0.0696
403;0.0689
404;0.0672
405;0.0663
406;0.0664
407;0.0657
408;0.0642
409;0.0635
410;0.0636
411;0.0631
412;0.0627
413;0.0622
414;0.0620
415;0.0616
416;0.0611
417;0.0608
418;0.0603
419;0.0598
420;0.0592
421;0.0588
422;0.0583
423;0.0580
424;0.0577
425;0.0573
426;0.0576
427;0.0572
428;0.0565
429;0.0562
430;0.0560
431;0.0557
432;0.0553
433;0.0552
434;0.0553
435;0.0550
436;0.0543
437;0.0538
438;0.0537
439;0.0535
440;0.0531
441;0.0528
442;0.0523
443;0.0519
444;0.0519
445;0.0516
446;0.0513
447;0.0512
448;0.0507
449;0.0507
450;0.0505
451;0.0504
452;0.0500
453;0.0500
454;0.0501
455;0.0501
