ID;GPS_TIME;H:M:S;X(m);Y(m);Z(m);SIGX(m);SIGY(m);SIGZ(m);DE(m);SIGDE(m);DN(m);SIGDN(m);DU(m);SIGDU(m);2D_ERROR(m);3D_ERROR(m);Lat(deg);Lon(deg);h_geo(m);H_Orto(m);dtr(m);TZH(m);TZW(m);TZD(m);GOM;N_SAT;LOM;Qui_Tab;HDOP;VDOP;PDOP;GDOP
2609;298320.00;10:52:00.00;4081095.4327;-4457449.3043;-2034743.0315;0.0027;0.0030;0.0014;-0.0459;0.0021;0.2467;0.0006;0.0012;0.0037;0.2509;0.2509;-18.72410130;-47.52379544;912.470115;922.183852;-14.297828;2.079991;0.243759;2.323749;0.405290;9;1.455322;7.815178;0.002155;0.003700;0.004282;0.005500
2610;298335.00;10:52:15.00;4081095.4327;-4457449.3043;-2034743.0315;0.0027;0.0030;0.0014;-0.0459;0.0021;0.2467;0.0006;0.0012;0.0037;0.2509;0.2509;-18.72410130;-47.52379544;912.470105;922.183842;-14.306258;2.079991;0.241795;2.321786;0.405263;9;1.395751;7.815178;0.002154;0.003699;0.004281;0.005498
2611;298350.00;10:52:30.00;4081095.4326;-4457449.3043;-2034743.0315;0.0027;0.0030;0.0013;-0.0460;0.0021;0.2467;0.0006;0.0012;0.0037;0.2509;0.2510;-18.72410130;-47.52379544;912.470093;922.183830;-14.328883;2.079991;0.242825;2.322815;0.405256;9;1.559830;7.815178;0.002153;0.003698;0.004279;0.005495
2612;298365.00;10:52:45.00;4081095.4326;-4457449.3043;-2034743.0315;0.0027;0.0030;0.0013;-0.0460;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470088;922.183826;-14.329403;2.079991;0.242821;2.322812;0.405395;9;2.780247;7.815178;0.002152;0.003698;0.004278;0.005492
2613;298380.00;10:52:60.00;4081095.4326;-4457449.3044;-2034743.0315;0.0027;0.0030;0.0013;-0.0461;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470083;922.183821;-14.354331;2.079991;0.242543;2.322534;0.405466;9;2.217343;7.815178;0.002150;0.003697;0.004277;0.005489
2614;298395.00;10:53:15.00;4081095.4325;-4457449.3044;-2034743.0315;0.0027;0.0030;0.0013;-0.0462;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470071;922.183808;-14.389919;2.079991;0.244663;2.324653;0.405547;9;2.296514;7.815178;0.002149;0.003696;0.004275;0.005486
2615;298410.00;10:53:30.00;4081095.4325;-4457449.3045;-2034743.0315;0.0027;0.0030;0.0013;-0.0462;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470076;922.183814;-14.399116;2.079991;0.245160;2.325150;0.405622;9;2.254719;7.815178;0.002148;0.003695;0.004274;0.005483
2616;298425.00;10:53:45.00;4081095.4324;-4457449.3045;-2034743.0315;0.0027;0.0030;0.0013;-0.0462;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470071;922.183809;-14.404171;2.079991;0.244554;2.324545;0.405564;9;1.133528;7.815178;0.002147;0.003694;0.004273;0.005480
2617;298440.00;10:53:60.00;4081095.4324;-4457449.3045;-2034743.0315;0.0027;0.0030;0.0013;-0.0463;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379544;912.470069;922.183806;-14.429715;2.079991;0.245233;2.325223;0.405510;9;1.174261;7.815178;0.002145;0.003693;0.004271;0.005477
2618;298455.00;10:54:15.00;4081095.4324;-4457449.3045;-2034743.0315;0.0027;0.0030;0.0013;-0.0463;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470076;922.183813;-14.427997;2.079991;0.244164;2.324155;0.405461;9;1.208334;7.815178;0.002144;0.003693;0.004270;0.005474
2619;298470.00;10:54:30.00;4081095.4324;-4457449.3046;-2034743.0315;0.0027;0.0030;0.0013;-0.0464;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470090;922.183827;-14.439652;2.079991;0.244074;2.324065;0.405453;9;1.556281;7.815178;0.002143;0.003692;0.004268;0.005471
2620;298485.00;10:54:45.00;4081095.4324;-4457449.3046;-2034743.0315;0.0027;0.0030;0.0013;-0.0464;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470111;922.183848;-14.474004;2.079991;0.245644;2.325635;0.405484;9;1.880804;7.815178;0.002141;0.003691;0.004267;0.005468
2621;298500.00;10:54:60.00;4081095.4323;-4457449.3046;-2034743.0315;0.0027;0.0030;0.0013;-0.0464;0.0021;0.2467;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470113;922.183850;-14.456881;2.079991;0.245892;2.325883;0.405451;9;1.348463;7.815178;0.002140;0.003690;0.004266;0.005464
2622;298515.00;10:55:15.00;4081095.4323;-4457449.3046;-2034743.0315;0.0027;0.0030;0.0013;-0.0464;0.0021;0.2467;0.0006;0.0013;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470123;922.183861;-14.473934;2.079991;0.244742;2.324733;0.405457;9;1.670841;7.815178;0.002139;0.003689;0.004264;0.005461
2623;298530.00;10:55:30.00;4081095.4323;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0465;0.0021;0.2467;0.0006;0.0013;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470120;922.183857;-14.505960;2.079991;0.246924;2.326915;0.405499;9;1.976407;7.815178;0.002138;0.003688;0.004263;0.005458
2624;298545.00;10:55:45.00;4081095.4323;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0465;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470111;922.183849;-14.561560;2.079991;0.248809;2.328800;0.405569;9;2.208896;7.815178;0.002136;0.003687;0.004261;0.005454
2625;298560.00;10:55:60.00;4081095.4322;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0465;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470092;922.183830;-14.579513;2.079991;0.248059;2.328050;0.405538;9;1.358296;7.815178;0.002135;0.003686;0.004260;0.005451
2626;298575.00;10:56:15.00;4081095.4322;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0466;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470072;922.183810;-14.619319;2.079991;0.245934;2.325925;0.405596;9;2.108768;7.815178;0.002134;0.003685;0.004259;0.005447
2627;298590.00;10:56:30.00;4081095.4321;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0466;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470046;922.183784;-14.638086;2.079991;0.247520;2.327510;0.405633;9;1.932121;7.815178;0.002133;0.003684;0.004257;0.005444
2628;298605.00;10:56:45.00;4081095.4321;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0466;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470029;922.183766;-14.657112;2.079991;0.247505;2.327496;0.405586;9;1.229588;7.815178;0.002131;0.003683;0.004256;0.005440
2629;298620.00;10:56:60.00;4081095.4321;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0467;0.0021;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470011;922.183748;-14.681420;2.079991;0.245921;2.325912;0.405531;9;1.158110;7.815178;0.002130;0.003683;0.004254;0.005437
2630;298635.00;10:57:15.00;4081095.4320;-4457449.3047;-2034743.0315;0.0027;0.0030;0.0013;-0.0467;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470021;922.183759;-14.695697;2.079991;0.245245;2.325236;0.405472;9;1.127121;7.815178;0.002129;0.003682;0.004253;0.005433
2631;298650.00;10:57:30.00;4081095.4320;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0468;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470020;922.183758;-14.726353;2.079991;0.246262;2.326252;0.405493;9;1.801235;7.815178;0.002128;0.003681;0.004251;0.005429
2632;298665.00;10:57:45.00;4081095.4320;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0468;0.0021;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470019;922.183757;-14.740323;2.079991;0.246572;2.326563;0.405549;9;2.095929;7.815178;0.002126;0.003680;0.004250;0.005426
2633;298680.00;10:57:60.00;4081095.4320;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0468;0.0021;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470018;922.183756;-14.778055;2.079991;0.244989;2.324980;0.405513;9;1.312892;7.815178;0.002125;0.003679;0.004248;0.005422
2634;298695.00;10:58:15.00;4081095.4320;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0468;0.0020;0.2466;0.0006;0.0012;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470021;922.183759;-14.810544;2.079991;0.248877;2.328868;0.405533;9;1.796463;7.815178;0.002124;0.003678;0.004247;0.005418
2635;298710.00;10:58:30.00;4081095.4319;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0469;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470012;922.183750;-14.828096;2.079991;0.247257;2.327248;0.405640;9;2.518782;7.815178;0.002123;0.003677;0.004245;0.005414
2636;298725.00;10:58:45.00;4081095.4319;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0469;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.470002;922.183740;-14.842203;2.079991;0.245418;2.325408;0.405646;9;1.675805;7.815178;0.002121;0.003676;0.004244;0.005410
2637;298740.00;10:58:60.00;4081095.4319;-4457449.3048;-2034743.0315;0.0027;0.0030;0.0013;-0.0469;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469986;922.183723;-14.864535;2.079991;0.246997;2.326988;0.405662;9;1.755786;7.815178;0.002120;0.003675;0.004242;0.005406
2638;298755.00;10:59:15.00;4081095.4319;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0469;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469998;922.183735;-14.871667;2.079991;0.245998;2.325988;0.405638;9;1.425113;7.815178;0.002119;0.003674;0.004241;0.005403
2639;298770.00;10:59:30.00;4081095.4318;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0470;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469980;922.183718;-14.917372;2.079991;0.247115;2.327106;0.405572;9;1.057904;7.815178;0.002118;0.003673;0.004239;0.005399
2640;298785.00;10:59:45.00;4081095.4318;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0470;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469974;922.183711;-14.919713;2.079991;0.245806;2.325797;0.405515;9;1.140931;7.815178;0.002116;0.003672;0.004238;0.005395
2641;298800.00;10:59:60.00;4081095.4318;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0470;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469966;922.183704;-14.904701;2.079991;0.247928;2.327919;0.405416;9;0.782986;7.815178;0.002115;0.003671;0.004236;0.005390
2642;298815.00;11:00:15.00;4081095.4317;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0471;0.0020;0.2466;0.0006;0.0011;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469932;922.183670;-14.889850;2.079991;0.248210;2.328201;0.405393;9;1.433263;7.815178;0.002114;0.003670;0.004235;0.005386
2643;298830.00;11:00:30.00;4081095.4317;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0471;0.0020;0.2466;0.0006;0.0010;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469913;922.183650;-14.925956;2.079991;0.250183;2.330174;0.405328;9;1.066496;7.815178;0.002113;0.003668;0.004233;0.005382
2644;298845.00;11:00:45.00;4081095.4316;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0471;0.0020;0.2466;0.0006;0.0010;0.0037;0.2510;0.2510;-18.72410130;-47.52379545;912.469898;922.183636;-14.904997;2.079991;0.249173;2.329164;0.405302;9;1.401617;7.815178;0.002112;0.003667;0.004232;0.005378
2645;298860.00;11:00:60.00;4081095.4316;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0472;0.0020;0.2466;0.0006;0.0010;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469880;922.183618;-14.890273;2.079991;0.247487;2.327478;0.405308;9;1.675033;7.815178;0.002110;0.003666;0.004230;0.005374
2646;298875.00;11:01:15.00;4081095.4316;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0472;0.0020;0.2466;0.0006;0.0010;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469862;922.183599;-14.872859;2.079991;0.247757;2.327748;0.405232;9;0.971751;7.815178;0.002109;0.003665;0.004229;0.005370
2647;298890.00;11:01:30.00;4081095.4315;-4457449.3049;-2034743.0315;0.0027;0.0030;0.0013;-0.0472;0.0020;0.2466;0.0006;0.0010;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469836;922.183574;-14.865088;2.079991;0.248333;2.328324;0.405210;9;1.438965;7.815178;0.002108;0.003664;0.004227;0.005366
2648;298905.00;11:01:45.00;4081095.4315;-4457449.3050;-2034743.0315;0.0027;0.0030;0.0013;-0.0473;0.0020;0.2466;0.0006;0.0010;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469837;922.183575;-14.886479;2.079991;0.247952;2.327942;0.405236;9;1.840607;7.815178;0.002107;0.003663;0.004226;0.005361
2649;298920.00;11:01:60.00;4081095.4314;-4457449.3050;-2034743.0315;0.0027;0.0030;0.0013;-0.0473;0.0020;0.2466;0.0006;0.0009;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469807;922.183545;-14.894321;2.079991;0.248829;2.328820;0.405270;9;1.911368;7.815178;0.002105;0.003662;0.004224;0.005357
2650;298935.00;11:02:15.00;4081095.4314;-4457449.3050;-2034743.0315;0.0027;0.0030;0.0013;-0.0473;0.0020;0.2466;0.0006;0.0009;0.0037;0.2511;0.2511;-18.72410130;-47.52379545;912.469742;922.183480;-14.865312;2.079991;0.247592;2.327583;0.405360;9;2.380176;7.815178;0.002104;0.003661;0.004223;0.005353
2651;298950.00;11:02:30.00;4081095.4313;-4457449.3050;-2034743.0315;0.0027;0.0030;0.0013;-0.0474;0.0020;0.2466;0.0006;0.0008;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469710;922.183447;-14.847268;2.079991;0.249529;2.329520;0.405414;9;2.079617;7.815178;0.002103;0.003660;0.004221;0.005348
2652;298965.00;11:02:45.00;4081095.4313;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0474;0.0020;0.2466;0.0006;0.0008;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469677;922.183415;-14.827392;2.079991;0.251172;2.331163;0.405413;9;1.613943;7.815178;0.002102;0.003659;0.004219;0.005344
2653;298980.00;11:02:60.00;4081095.4312;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0475;0.0020;0.2466;0.0006;0.0008;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469653;922.183390;-14.817051;2.079991;0.247433;2.327423;0.405440;9;1.852137;7.815178;0.002101;0.003658;0.004218;0.005340
2654;298995.00;11:03:15.00;4081095.4312;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0475;0.0020;0.2466;0.0006;0.0007;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469614;922.183352;-14.820235;2.079991;0.246571;2.326562;0.405493;9;2.075561;7.815178;0.002099;0.003656;0.004216;0.005335
2655;299010.00;11:03:30.00;4081095.4311;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0476;0.0020;0.2466;0.0006;0.0007;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469594;922.183332;-14.813042;2.079991;0.247104;2.327095;0.405473;9;1.454751;7.815178;0.002098;0.003655;0.004215;0.005331
2656;299025.00;11:03:45.00;4081095.4311;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0476;0.0020;0.2466;0.0006;0.0007;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469594;922.183331;-14.800316;2.079991;0.248337;2.328327;0.405478;9;1.661876;7.815178;0.002097;0.003654;0.004213;0.005326
2657;299040.00;11:04:00.00;4081095.4310;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0477;0.0020;0.2466;0.0006;0.0007;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469569;922.183307;-14.770468;2.079991;0.248171;2.328162;0.405481;9;1.648306;7.815178;0.002096;0.003653;0.004211;0.005322
2658;299055.00;11:04:15.00;4081095.4310;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0477;0.0020;0.2465;0.0006;0.0007;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469540;922.183278;-14.738546;2.079991;0.247421;2.327412;0.405475;9;1.567401;7.815178;0.002095;0.003652;0.004210;0.005317
2659;299070.00;11:04:30.00;4081095.4310;-4457449.3050;-2034743.0314;0.0027;0.0030;0.0013;-0.0477;0.0020;0.2465;0.0006;0.0006;0.0037;0.2511;0.2511;-18.72410130;-47.52379546;912.469504;922.183242;-14.698310;2.079991;0.248696;2.328687;0.405462;9;1.515200;7.815178;0.002093;0.003651;0.004208;0.005313
2660;299085.00;11:04:45.00;4081095.4309;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0478;0.0020;0.2465;0.0006;0.0006;0.0036;0.2511;0.2511;-18.72410130;-47.52379546;912.469501;922.183239;-14.638975;2.079991;0.246123;2.326113;0.405591;9;2.720939;7.815178;0.002092;0.003649;0.004207;0.005308
2661;299100.00;11:05:00.00;4081095.4309;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0478;0.0020;0.2465;0.0006;0.0006;0.0036;0.2511;0.2511;-18.72410130;-47.52379546;912.469481;922.183218;-14.607261;2.079991;0.247957;2.327947;0.405599;9;1.690338;7.815178;0.002091;0.003648;0.004205;0.005304
2662;299115.00;11:05:15.00;4081095.4308;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0478;0.0020;0.2465;0.0006;0.0006;0.0036;0.2511;0.2511;-18.72410130;-47.52379546;912.469449;922.183186;-14.591466;2.079991;0.250335;2.330325;0.405589;9;1.539437;7.815178;0.002090;0.003647;0.004203;0.005299
2663;299130.00;11:05:30.00;4081095.4308;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0479;0.0020;0.2465;0.0006;0.0006;0.0036;0.2511;0.2511;-18.72410130;-47.52379546;912.469427;922.183164;-14.580386;2.079991;0.248403;2.328393;0.405546;9;1.250391;7.815178;0.002089;0.003646;0.004202;0.005294
2664;299145.00;11:05:45.00;4081095.4307;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0479;0.0020;0.2465;0.0006;0.0005;0.0036;0.2511;0.2511;-18.72410130;-47.52379546;912.469370;922.183108;-14.541107;2.079991;0.245932;2.325922;0.405602;9;2.101643;7.815178;0.002087;0.003645;0.004200;0.005290
2665;299160.00;11:06:00.00;4081095.4307;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0480;0.0020;0.2465;0.0006;0.0005;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469353;922.183091;-14.561645;2.079991;0.247779;2.327770;0.405545;9;1.136216;7.815178;0.002086;0.003643;0.004198;0.005285
2666;299175.00;11:06:15.00;4081095.4307;-4457449.3051;-2034743.0314;0.0027;0.0030;0.0013;-0.0480;0.0020;0.2465;0.0006;0.0005;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469321;922.183058;-14.552569;2.079991;0.247990;2.327981;0.405485;9;1.104765;7.815178;0.002085;0.003642;0.004197;0.005280
2667;299190.00;11:06:30.00;4081095.4306;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0480;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469295;922.183033;-14.546108;2.079991;0.249203;2.329193;0.405487;9;1.646028;7.815178;0.002084;0.003641;0.004195;0.005276
2668;299205.00;11:06:45.00;4081095.4306;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0480;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469282;922.183020;-14.497101;2.079991;0.246504;2.326495;0.405480;9;1.562108;7.815178;0.002083;0.003640;0.004193;0.005271
2669;299220.00;11:07:00.00;4081095.4305;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0481;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469281;922.183019;-14.498856;2.079991;0.247813;2.327804;0.405413;9;1.046344;7.815178;0.002081;0.003638;0.004192;0.005266
2670;299235.00;11:07:15.00;4081095.4306;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0481;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469295;922.183032;-14.487241;2.079991;0.252312;2.332303;0.405396;9;1.472288;7.815178;0.002080;0.003637;0.004190;0.005261
2671;299250.00;11:07:30.00;4081095.4305;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0481;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469285;922.183023;-14.447456;2.079991;0.248905;2.328896;0.405323;9;0.993231;7.815178;0.002079;0.003636;0.004188;0.005256
2672;299265.00;11:07:45.00;4081095.4305;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0481;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469256;922.182993;-14.441279;2.079991;0.248902;2.328893;0.405317;9;1.569994;7.815178;0.002078;0.003635;0.004187;0.005252
2673;299280.00;11:08:00.00;4081095.4305;-4457449.3051;-2034743.0314;0.0026;0.0030;0.0013;-0.0482;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469250;922.182987;-14.454140;2.079991;0.249286;2.329277;0.405320;9;1.651600;7.815178;0.002077;0.003633;0.004185;0.005247
2674;299295.00;11:08:15.00;4081095.4304;-4457449.3052;-2034743.0314;0.0026;0.0030;0.0013;-0.0482;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469244;922.182981;-14.458138;2.079991;0.249234;2.329225;0.405268;9;1.168379;7.815178;0.002076;0.003632;0.004183;0.005242
2675;299310.00;11:08:30.00;4081095.4304;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0482;0.0020;0.2465;0.0006;0.0004;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469229;922.182967;-14.462835;2.079991;0.249786;2.329776;0.405242;9;1.396828;7.815178;0.002074;0.003631;0.004181;0.005237
2676;299325.00;11:08:45.00;4081095.4304;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0482;0.0020;0.2465;0.0006;0.0003;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469217;922.182955;-14.469316;2.079991;0.249487;2.329478;0.405171;9;1.013775;7.815178;0.002073;0.003629;0.004180;0.005232
2677;299340.00;11:09:00.00;4081095.4303;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0483;0.0020;0.2465;0.0006;0.0003;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469192;922.182930;-14.476597;2.079991;0.250190;2.330181;0.405193;9;1.813505;7.815178;0.002072;0.003628;0.004178;0.005227
2678;299355.00;11:09:15.00;4081095.4303;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0483;0.0020;0.2465;0.0006;0.0003;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469156;922.182894;-14.468556;2.079991;0.249406;2.329397;0.405169;9;1.406277;7.815178;0.002071;0.003627;0.004176;0.005222
2679;299370.00;11:09:30.00;4081095.4302;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0483;0.0020;0.2465;0.0006;0.0003;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469127;922.182865;-14.476960;2.079991;0.252370;2.332361;0.405209;9;1.968754;7.815178;0.002070;0.003625;0.004174;0.005218
2680;299385.00;11:09:45.00;4081095.4302;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0484;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469118;922.182856;-14.488924;2.079991;0.251572;2.331563;0.405156;9;1.163044;7.815178;0.002069;0.003624;0.004173;0.005213
2681;299400.00;11:10:00.00;4081095.4302;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0484;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379546;912.469091;922.182829;-14.468004;2.079991;0.251684;2.331675;0.405077;9;0.938724;7.815178;0.002067;0.003623;0.004171;0.005208
2682;299415.00;11:10:15.00;4081095.4302;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0484;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379547;912.469088;922.182825;-14.505497;2.079991;0.253307;2.333298;0.405062;9;1.489872;7.815178;0.002066;0.003621;0.004169;0.005203
2683;299430.00;11:10:30.00;4081095.4301;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0485;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379547;912.469060;922.182798;-14.511385;2.079991;0.251983;2.331974;0.405056;9;1.573399;7.815178;0.002065;0.003620;0.004167;0.005198
2684;299445.00;11:10:45.00;4081095.4301;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0485;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379547;912.469039;922.182777;-14.493751;2.079991;0.249569;2.329560;0.405059;9;1.643018;7.815178;0.002064;0.003618;0.004166;0.005193
2685;299460.00;11:11:00.00;4081095.4301;-4457449.3052;-2034743.0313;0.0026;0.0030;0.0013;-0.0485;0.0020;0.2465;0.0006;0.0002;0.0036;0.2512;0.2512;-18.72410130;-47.52379547;912.469039;922.182776;-14.487641;2.079991;0.245101;2.325092;0.405001;8;0.718665;7.815178;0.002063;0.003617;0.004164;0.005330
