ID;GPS_TIME;H:M:S;X(m);Y(m);Z(m);SIGX(m);SIGY(m);SIGZ(m);DE(m);SIGDE(m);DN(m);SIGDN(m);DU(m);SIGDU(m);2D_ERROR(m);3D_ERROR(m);Lat(deg);Lon(deg);h_geo(m);H_Orto(m);dtr(m);TZH(m);TZW(m);TZD(m);GOM;N_SAT;LOM;Qui_Tab;HDOP;VDOP;PDOP;GDOP
1;259200.00;00:00:00.00;4081094.4275;-4457448.2808;-2034742.0873;5.2583;4.7199;4.2830;-0.0962;2.5812;0.6807;2.9973;-1.6597;7.2543;0.6874;1.7964;-18.72409738;-47.52379592;910.809184;920.522937;-12.545266;2.079991;0.181005;2.260995;0.048182;7;0.722731;7.815178;3.955561;7.254286;8.262634;36.612879
2;259215.00;00:00:15.00;4081095.4402;-4457449.3507;-2034742.5001;3.7219;3.3400;3.0318;-0.0718;1.8257;0.7625;2.1207;-0.1321;5.1351;0.7659;0.7772;-18.72409664;-47.52379569;912.336738;922.050493;-11.170479;2.079991;0.180759;2.260749;0.045220;7;0.177916;7.815178;2.798290;5.135098;5.848047;20.599927
3;259230.00;00:00:30.00;4081095.4509;-4457448.9965;-2034742.5452;2.9970;2.6896;2.4156;0.1753;1.4854;0.6383;1.7013;-0.3582;4.1170;0.6619;0.7526;-18.72409777;-47.52379334;912.110697;921.824445;-11.298799;2.079991;0.180107;2.260097;0.095026;7;0.439081;7.815178;2.258498;4.117016;4.695810;14.074688
4;259245.00;00:00:45.00;4081096.3669;-4457449.8578;-2034743.2521;2.5287;2.2696;1.9971;0.2693;1.2776;0.3712;1.4254;1.0562;3.4452;0.4586;1.1514;-18.72410018;-47.52379245;913.525021;923.238758;-10.372395;2.079991;0.178942;2.258932;0.124717;7;0.457273;7.815178;1.914227;3.445220;3.941294;10.497896
5;259260.00;00:01:00.00;4081096.3368;-4457449.8806;-2034743.2805;2.1860;1.9616;1.6780;0.2317;1.1318;0.3433;1.2202;1.0620;2.9449;0.4142;1.1399;-18.72410043;-47.52379281;913.530907;923.244644;-10.186579;2.079991;0.179265;2.259255;0.123110;7;0.231760;7.815178;1.664303;2.944854;3.382612;8.181093
6;259275.00;00:01:15.00;4081096.0734;-4457449.7097;-2034743.0801;1.9212;1.7221;1.4244;0.1528;1.0211;0.4355;1.0593;0.7098;2.5536;0.4615;0.8467;-18.72409960;-47.52379356;913.178691;922.892433;-10.507452;2.079991;0.181204;2.261194;0.138195;7;0.442321;7.815178;1.471322;2.553567;2.947116;6.570412
7;259290.00;00:01:30.00;4081095.9184;-4457449.6004;-2034743.1959;1.7108;1.5303;1.2200;0.1124;0.9327;0.2664;0.9301;0.5715;2.2410;0.2891;0.6405;-18.72410112;-47.52379394;913.040395;922.754131;-10.554822;2.079991;0.180678;2.260669;0.138539;7;0.281548;7.815178;1.317160;2.240951;2.599379;5.408843
8;259305.00;00:01:45.00;4081095.9897;-4457449.6345;-2034743.3283;1.5406;1.3735;1.0541;0.1420;0.8595;0.1645;0.8246;0.6834;1.9880;0.2173;0.7171;-18.72410204;-47.52379366;913.152296;922.866028;-10.510675;2.079991;0.180919;2.260910;0.138484;7;0.276141;7.815178;1.191148;1.988023;2.317556;4.549760
9;259320.00;00:02:00.00;4081095.8125;-4457449.5767;-2034743.3622;1.4009;1.2434;0.9188;0.0502;0.7974;0.0803;0.7376;0.5405;1.7812;0.0947;0.5488;-18.72410281;-47.52379453;913.009400;922.723131;-10.571166;2.079991;0.180478;2.260469;0.141745;7;0.338933;7.815178;1.086239;1.781245;2.086324;3.900504
10;259335.00;00:02:15.00;4081095.6535;-4457449.5284;-2034743.3532;1.2847;1.1341;0.8076;-0.0344;0.7436;0.0429;0.6649;0.4023;1.6105;0.0550;0.4060;-18.72410314;-47.52379533;912.871172;922.584902;-10.675965;2.079991;0.178473;2.258464;0.146398;7;0.381196;7.815178;0.997504;1.610490;1.894384;3.399828
11;259350.00;00:02:30.00;4081095.5047;-4457449.4780;-2034743.3680;1.1867;1.0411;0.7156;-0.1101;0.6963;-0.0153;0.6034;0.2766;1.4681;0.1112;0.2981;-18.72410367;-47.52379605;912.745496;922.459225;-10.742471;2.079991;0.178754;2.258744;0.157284;7;0.543173;7.815178;0.921400;1.468084;1.733277;3.006337
12;259365.00;00:02:45.00;4081095.4690;-4457449.4974;-2034743.3886;1.1031;0.9613;0.6389;-0.1496;0.6542;-0.0380;0.5510;0.2740;1.3482;0.1543;0.3145;-18.72410387;-47.52379642;912.742912;922.456641;-10.691993;2.079991;0.179495;2.259486;0.164613;7;0.497790;7.815178;0.855337;1.348197;1.596632;2.691601
13;259380.00;00:02:60.00;4081095.4913;-4457449.5284;-2034743.3391;1.0311;0.8923;0.5743;-0.1540;0.6164;0.0211;0.5058;0.2940;1.2464;0.1555;0.3326;-18.72410334;-47.52379647;912.762903;922.476634;-10.651782;2.079991;0.179943;2.259933;0.180575;7;0.760216;7.815178;0.797390;1.246379;1.479626;2.435794
14;259395.00;00:03:15.00;4081095.4770;-4457449.4651;-2034743.3352;0.9684;0.8322;0.5196;-0.1218;0.5822;0.0067;0.4666;0.2394;1.1592;0.1220;0.2687;-18.72410347;-47.52379616;912.708226;922.421957;-10.640957;2.079991;0.177134;2.257124;0.180715;7;0.365217;7.815178;0.746111;1.159218;1.378575;2.224870
15;259410.00;00:03:30.00;4081095.4495;-4457449.4229;-2034743.3013;0.9135;0.7795;0.4729;-0.1136;0.5511;0.0228;0.4322;0.1815;1.0841;0.1159;0.2153;-18.72410332;-47.52379608;912.650331;922.364062;-10.626074;2.079991;0.179228;2.259218;0.175163;7;0.189312;7.815178;0.700392;1.084069;1.290641;2.048709
16;259425.00;00:03:45.00;4081095.5389;-4457449.5132;-2034743.3372;0.8650;0.7331;0.4327;-0.1087;0.5227;0.0296;0.4020;0.3132;1.0189;0.1126;0.3328;-18.72410326;-47.52379604;912.782067;922.495798;-10.518290;2.079991;0.181189;2.261180;0.177405;7;0.424302;7.815178;0.659372;1.018862;1.213611;1.899900
17;259440.00;00:04:00.00;4081095.5217;-4457449.4628;-2034743.3006;0.8219;0.6920;0.3979;-0.0873;0.4965;0.0486;0.3752;0.2553;0.9620;0.1000;0.2742;-18.72410309;-47.52379583;912.724174;922.437905;-10.501322;2.079991;0.183353;2.263343;0.188441;7;0.741084;7.815178;0.622371;0.961958;1.145735;1.772922
18;259455.00;00:04:15.00;4081095.4372;-4457449.4028;-2034743.2381;0.7835;0.6554;0.3676;-0.1091;0.4725;0.0753;0.3514;0.1393;0.9120;0.1326;0.1923;-18.72410285;-47.52379604;912.608130;922.321863;-10.564145;2.079991;0.187505;2.267496;0.210960;7;1.210064;7.815178;0.588843;0.912046;1.085617;1.663600
19;259470.00;00:04:30.00;4081095.4201;-4457449.3669;-2034743.2143;0.7491;0.6228;0.3410;-0.0975;0.4503;0.0856;0.3301;0.0956;0.8681;0.1297;0.1612;-18.72410276;-47.52379593;912.564509;922.278242;-10.592282;2.079991;0.188619;2.268610;0.219984;7;0.773867;7.815178;0.558346;0.868063;1.032126;1.568726
20;259485.00;00:04:45.00;4081095.5250;-4457449.4058;-2034743.2182;0.7181;0.5936;0.3176;-0.0464;0.4299;0.1139;0.3109;0.1911;0.8291;0.1230;0.2273;-18.72410250;-47.52379545;912.660010;922.373743;-10.544128;2.079991;0.193768;2.273759;0.238483;7;1.198427;7.815178;0.530512;0.829141;0.984336;1.485802
21;259500.00;00:04:60.00;4081095.4981;-4457449.4072;-2034743.1869;0.6902;0.5674;0.2968;-0.0672;0.4109;0.1380;0.2937;0.1649;0.7946;0.1535;0.2252;-18.72410228;-47.52379564;912.633738;922.347472;-10.539688;2.079991;0.194318;2.274309;0.242119;7;0.633309;7.815178;0.505037;0.794561;0.941483;1.412856
22;259515.00;00:05:15.00;4081095.5033;-4457449.3932;-2034743.1881;0.6650;0.5438;0.2783;-0.0539;0.3933;0.1347;0.2781;0.1588;0.7637;0.1451;0.2151;-18.72410231;-47.52379552;912.627664;922.341398;-10.534933;2.079991;0.195796;2.275787;0.235315;7;0.178047;7.815178;0.481663;0.763727;0.902928;1.348316
23;259530.00;00:05:30.00;4081095.4909;-4457449.3927;-2034743.1672;0.6421;0.5223;0.2618;-0.0627;0.3770;0.1517;0.2639;0.1438;0.7361;0.1641;0.2182;-18.72410216;-47.52379560;912.612657;922.326392;-10.509844;2.079991;0.197097;2.277088;0.234812;7;0.446992;7.815178;0.460168;0.736139;0.868133;1.290911
24;259545.00;00:05:45.00;4081095.4740;-4457449.3709;-2034743.1335;0.6213;0.5029;0.2469;-0.0605;0.3618;0.1748;0.2510;0.1070;0.7114;0.1850;0.2137;-18.72410195;-47.52379558;912.575820;922.289555;-10.534178;2.079991;0.202944;2.282934;0.241335;7;0.789279;7.815178;0.440363;0.711372;0.836642;1.239605
25;259560.00;00:05:60.00;4081095.5018;-4457449.4045;-2034743.1213;0.6025;0.4852;0.2336;-0.0626;0.3477;0.2003;0.2393;0.1443;0.6891;0.2099;0.2547;-18.72410172;-47.52379560;912.613152;922.326888;-10.480233;2.079991;0.204178;2.284169;0.238780;7;0.352370;7.815178;0.422084;0.689069;0.808066;1.193547
26;259575.00;00:06:15.00;4081095.4984;-4457449.4052;-2034743.1411;0.5853;0.4691;0.2215;-0.0656;0.3346;0.1810;0.2285;0.1490;0.6689;0.1925;0.2434;-18.72410190;-47.52379563;912.617828;922.331564;-10.475984;2.079991;0.202920;2.282911;0.243234;7;0.713596;7.815178;0.405185;0.668923;0.782070;1.152032
27;259590.00;00:06:30.00;4081095.4814;-4457449.3853;-2034743.1288;0.5696;0.4543;0.2106;-0.0647;0.3223;0.1843;0.2187;0.1202;0.6507;0.1953;0.2294;-18.72410187;-47.52379562;912.589088;922.302823;-10.485092;2.079991;0.205254;2.285245;0.241247;7;0.377195;7.815178;0.389539;0.650674;0.758365;1.114468
28;259605.00;00:06:45.00;4081095.5289;-4457449.4136;-2034743.1126;0.5552;0.4407;0.2006;-0.0488;0.3109;0.2166;0.2097;0.1652;0.6341;0.2220;0.2767;-18.72410157;-47.52379547;912.634038;922.347775;-10.446879;2.079991;0.209000;2.288991;0.246734;7;0.795269;7.815178;0.375033;0.634096;0.736700;1.080361
29;259620.00;00:07:00.00;4081095.5602;-4457449.4230;-2034743.1077;0.5421;0.4282;0.1915;-0.0321;0.3003;0.2302;0.2014;0.1902;0.6190;0.2324;0.3003;-18.72410145;-47.52379531;912.659031;922.372767;-10.418022;2.079991;0.210252;2.290243;0.242379;7;0.236497;7.815178;0.361569;0.618994;0.716858;1.049290
30;259635.00;00:07:15.00;4081095.5670;-4457449.4319;-2034743.1013;0.5301;0.4166;0.1832;-0.0330;0.2904;0.2399;0.1937;0.1987;0.6052;0.2422;0.3133;-18.72410136;-47.52379532;912.667579;922.381316;-10.408418;2.079991;0.213519;2.293510;0.241210;7;0.413458;7.815178;0.349054;0.605202;0.698648;1.020897
31;259650.00;00:07:30.00;4081095.5872;-4457449.4464;-2034743.0970;0.5191;0.4059;0.1756;-0.0279;0.2811;0.2518;0.1866;0.2204;0.5926;0.2533;0.3358;-18.72410126;-47.52379527;912.689287;922.403025;-10.415822;2.079991;0.215106;2.295096;0.236879;7;0.209562;7.815178;0.337410;0.592574;0.681901;0.994878
32;259665.00;00:07:45.00;4081095.5965;-4457449.4586;-2034743.1061;0.5089;0.3959;0.1686;-0.0293;0.2724;0.2481;0.1801;0.2377;0.5810;0.2498;0.3448;-18.72410129;-47.52379528;912.706560;922.420297;-10.407307;2.079991;0.213614;2.293604;0.235923;7;0.411646;7.815178;0.326564;0.580982;0.666471;0.970968
33;259680.00;00:08:00.00;4081095.6170;-4457449.4681;-2034743.1080;0.4996;0.3867;0.1621;-0.0206;0.2643;0.2529;0.1740;0.2581;0.5703;0.2538;0.3619;-18.72410125;-47.52379520;912.726937;922.440675;-10.393004;2.079991;0.212556;2.292546;0.240606;7;0.785595;7.815178;0.316450;0.570317;0.652229;0.948941
34;259695.00;00:08:15.00;4081095.6310;-4457449.4684;-2034743.0950;0.4910;0.3781;0.1562;-0.0105;0.2567;0.2683;0.1684;0.2631;0.5605;0.2685;0.3759;-18.72410111;-47.52379511;912.731947;922.445684;-10.389584;2.079991;0.214529;2.294520;0.241185;7;0.521121;7.815178;0.307009;0.560482;0.639057;0.928598
35;259710.00;00:08:30.00;4081095.6238;-4457449.4530;-2034743.0920;0.4830;0.3700;0.1507;-0.0054;0.2496;0.2660;0.1631;0.2467;0.5514;0.2661;0.3628;-18.72410113;-47.52379506;912.715591;922.429329;-10.391338;2.079991;0.216541;2.296532;0.240266;7;0.417157;7.815178;0.298188;0.551391;0.626856;0.909768
36;259725.00;00:08:45.00;4081095.6496;-4457449.4598;-2034743.0901;0.4757;0.3625;0.1456;0.0091;0.2430;0.2750;0.1582;0.2674;0.5430;0.2751;0.3837;-18.72410105;-47.52379492;912.736276;922.450014;-10.367418;2.079991;0.215856;2.295847;0.238545;7;0.354883;7.815178;0.289937;0.542971;0.615533;0.892299
37;259740.00;00:09:00.00;4081095.6606;-4457449.4553;-2034743.0858;0.4689;0.3554;0.1409;0.0202;0.2367;0.2804;0.1537;0.2700;0.5352;0.2812;0.3898;-18.72410100;-47.52379481;912.738829;922.452567;-10.386323;2.079991;0.216661;2.296651;0.236824;7;0.347998;7.815178;0.282212;0.535155;0.605007;0.876059
38;259755.00;00:09:15.00;4081095.6681;-4457449.4583;-2034743.0771;0.4626;0.3488;0.1365;0.0237;0.2308;0.2910;0.1494;0.2740;0.5279;0.2919;0.4004;-18.72410090;-47.52379478;912.742882;922.456620;-10.381543;2.079991;0.218436;2.298427;0.238277;7;0.585586;7.815178;0.274972;0.527885;0.595207;0.860930
39;259770.00;00:09:30.00;4081095.6814;-4457449.4604;-2034743.0741;0.4568;0.3425;0.1324;0.0321;0.2253;0.2972;0.1455;0.2831;0.5211;0.2990;0.4117;-18.72410085;-47.52379470;912.751936;922.465675;-10.384441;2.079991;0.217703;2.297693;0.241942;7;0.766076;7.815178;0.268180;0.521109;0.586067;0.846809
40;259785.00;00:09:45.00;4081095.6797;-4457449.4247;-2034743.0633;0.4513;0.3366;0.1286;0.0550;0.2201;0.2986;0.1417;0.2536;0.5147;0.3036;0.3956;-18.72410083;-47.52379449;912.722464;922.436202;-10.402265;2.079991;0.221354;2.301345;0.241841;8;0.717518;7.815178;0.261778;0.514714;0.577458;0.833525
41;259800.00;00:09:60.00;4081095.6928;-4457449.4252;-2034743.0585;0.4461;0.3309;0.1250;0.0643;0.2152;0.3061;0.1382;0.2608;0.5086;0.3128;0.4072;-18.72410077;-47.52379440;912.729645;922.443383;-10.370315;2.079991;0.220476;2.300466;0.237050;8;0.318257;7.815178;0.255751;0.508597;0.569279;0.820779
42;259815.00;00:10:15.00;4081095.6908;-4457449.4333;-2034743.0558;0.4410;0.3254;0.1216;0.0573;0.2106;0.3102;0.1348;0.2642;0.5026;0.3154;0.4115;-18.72410073;-47.52379446;912.733085;922.446823;-10.376717;2.079991;0.220217;2.300208;0.237392;8;0.741286;7.815178;0.250058;0.502620;0.561387;0.808351
43;259830.00;00:10:30.00;4081095.6904;-4457449.4262;-2034743.0544;0.4361;0.3199;0.1184;0.0619;0.2062;0.3097;0.1317;0.2586;0.4967;0.3158;0.4082;-18.72410073;-47.52379442;912.727456;922.441194;-10.344114;2.079991;0.222251;2.302241;0.232640;8;0.279752;7.815178;0.244663;0.496673;0.553665;0.796032
44;259845.00;00:10:45.00;4081095.6640;-4457449.4065;-2034743.0480;0.4312;0.3145;0.1154;0.0556;0.2021;0.3053;0.1286;0.2258;0.4907;0.3104;0.3838;-18.72410077;-47.52379448;912.694706;922.408444;-10.351304;2.079991;0.223648;2.303638;0.228969;8;0.352856;7.815178;0.239536;0.490677;0.546024;0.783671
45;259860.00;00:10:60.00;4081095.6524;-4457449.4013;-2034743.0436;0.4262;0.3091;0.1125;0.0506;0.1981;0.3058;0.1257;0.2134;0.4846;0.3099;0.3763;-18.72410077;-47.52379453;912.682247;922.395985;-10.364186;2.079991;0.225411;2.305402;0.223005;8;0.108391;7.815178;0.234648;0.484579;0.538402;0.771176
46;259875.00;00:11:15.00;4081095.6320;-4457449.3955;-2034743.0457;0.4213;0.3036;0.1098;0.0395;0.1944;0.2980;0.1229;0.1970;0.4783;0.3006;0.3594;-18.72410084;-47.52379463;912.665847;922.379585;-10.361234;2.079991;0.225298;2.305289;0.222658;8;0.634350;7.815178;0.229975;0.478349;0.530760;0.758498
47;259890.00;00:11:30.00;4081095.6400;-4457449.4036;-2034743.0449;0.4162;0.2981;0.1071;0.0399;0.1908;0.3024;0.1202;0.2075;0.4720;0.3050;0.3689;-18.72410080;-47.52379463;912.676406;922.390144;-10.330810;2.079991;0.223907;2.303898;0.222005;8;0.600681;7.815178;0.225496;0.471980;0.523081;0.745633
48;259905.00;00:11:45.00;4081095.6523;-4457449.4221;-2034743.0455;0.4111;0.2926;0.1046;0.0365;0.1874;0.3089;0.1176;0.2285;0.4655;0.3110;0.3859;-18.72410074;-47.52379466;912.697354;922.411093;-10.302897;2.079991;0.221727;2.301718;0.223485;8;0.822835;7.815178;0.221193;0.465479;0.515361;0.732600
49;259920.00;00:11:60.00;4081095.6547;-4457449.4196;-2034743.0431;0.4060;0.2871;0.1021;0.0400;0.1841;0.3111;0.1150;0.2275;0.4589;0.3136;0.3875;-18.72410072;-47.52379463;912.696393;922.410132;-10.271385;2.079991;0.221723;2.301714;0.220841;8;0.382358;7.815178;0.217052;0.458863;0.507609;0.719440
50;259935.00;00:12:15.00;4081095.6339;-4457449.4019;-2034743.0394;0.4008;0.2815;0.0998;0.0366;0.1809;0.3058;0.1126;0.2006;0.4522;0.3080;0.3676;-18.72410077;-47.52379466;912.669483;922.383221;-10.301106;2.079991;0.225048;2.305039;0.218365;8;0.385142;7.815178;0.213058;0.452158;0.499841;0.706205
51;259950.00;00:12:30.00;4081095.6421;-4457449.4014;-2034743.0398;0.3955;0.2760;0.0975;0.0429;0.1779;0.3072;0.1102;0.2057;0.4454;0.3102;0.3722;-18.72410076;-47.52379460;912.674530;922.388268;-10.286300;2.079991;0.226672;2.306663;0.216011;8;0.384439;7.815178;0.209202;0.445391;0.492076;0.692950
52;259965.00;00:12:45.00;4081095.6412;-4457449.3982;-2034743.0350;0.3903;0.2706;0.0953;0.0444;0.1749;0.3108;0.1078;0.2013;0.4386;0.3139;0.3729;-18.72410072;-47.52379459;912.670204;922.383942;-10.288275;2.079991;0.231044;2.311035;0.217930;8;0.874473;7.815178;0.205472;0.438589;0.484333;0.679728
53;259980.00;00:12:60.00;4081095.6172;-4457449.3799;-2034743.0301;0.3850;0.2651;0.0932;0.0391;0.1721;0.3059;0.1055;0.1716;0.4318;0.3083;0.3529;-18.72410077;-47.52379464;912.640466;922.354204;-10.340844;2.079991;0.235652;2.315643;0.216952;8;0.535421;7.815178;0.201860;0.431777;0.476633;0.666588
54;259995.00;00:13:15.00;4081095.5852;-4457449.3621;-2034743.0249;0.3797;0.2598;0.0911;0.0275;0.1693;0.2997;0.1033;0.1371;0.4250;0.3009;0.3307;-18.72410082;-47.52379475;912.605940;922.319678;-10.337138;2.079991;0.238115;2.318106;0.216685;8;0.617697;7.815178;0.198358;0.424981;0.468993;0.653573
55;260010.00;00:13:30.00;4081095.5671;-4457449.3544;-2034743.0243;0.3744;0.2545;0.0891;0.0194;0.1666;0.2945;0.1012;0.1199;0.4182;0.2951;0.3186;-18.72410087;-47.52379482;912.588786;922.302524;-10.325396;2.079991;0.241192;2.321183;0.215440;8;0.491926;7.815178;0.194959;0.418220;0.461429;0.640721
56;260025.00;00:13:45.00;4081095.5527;-4457449.3418;-2034743.0292;0.3692;0.2493;0.0872;0.0172;0.1640;0.2837;0.0991;0.1035;0.4115;0.2842;0.3025;-18.72410097;-47.52379484;912.572344;922.286082;-10.345176;2.079991;0.245185;2.325175;0.224478;8;1.821362;7.815178;0.191656;0.411512;0.453954;0.628059
57;260040.00;00:14:00.00;4081095.5250;-4457449.3225;-2034743.0290;0.3640;0.2442;0.0854;0.0098;0.1615;0.2734;0.0971;0.0721;0.4049;0.2735;0.2829;-18.72410106;-47.52379491;912.541008;922.254746;-10.347995;2.079991;0.250826;2.330817;0.226434;8;0.933508;7.815178;0.188444;0.404871;0.446578;0.615611
58;260055.00;00:14:15.00;4081095.5311;-4457449.3232;-2034743.0346;0.3588;0.2393;0.0836;0.0139;0.1590;0.2695;0.0951;0.0784;0.3983;0.2698;0.2810;-18.72410110;-47.52379487;912.547240;922.260978;-10.360247;2.079991;0.250615;2.330605;0.230178;8;1.188516;7.815178;0.185318;0.398308;0.439308;0.603394
59;260070.00;00:14:30.00;4081095.5110;-4457449.3125;-2034743.0342;0.3537;0.2344;0.0818;0.0063;0.1566;0.2630;0.0932;0.0579;0.3918;0.2631;0.2694;-18.72410116;-47.52379495;912.526795;922.240532;-10.405327;2.079991;0.255482;2.335472;0.228749;8;0.491908;7.815178;0.182271;0.391833;0.432152;0.591420
60;260085.00;00:14:45.00;4081095.4835;-4457449.2855;-2034743.0294;0.3486;0.2297;0.0802;0.0042;0.1543;0.2552;0.0914;0.0199;0.3855;0.2552;0.2560;-18.72410123;-47.52379497;912.488796;922.202533;-10.432706;2.079991;0.262268;2.342258;0.228031;8;0.584237;7.815178;0.179301;0.385452;0.425114;0.579699
61;260100.00;00:14:60.00;4081095.4627;-4457449.2747;-2034743.0292;0.3436;0.2251;0.0786;-0.0038;0.1520;0.2484;0.0895;-0.0010;0.3792;0.2484;0.2484;-18.72410129;-47.52379504;912.467905;922.181642;-10.441446;2.079991;0.265624;2.345614;0.230471;8;1.038004;7.815178;0.176401;0.379170;0.418195;0.568236
62;260115.00;00:15:15.00;4081095.4518;-4457449.2732;-2034743.0319;0.3386;0.2206;0.0770;-0.0109;0.1497;0.2430;0.0878;-0.0081;0.3730;0.2433;0.2434;-18.72410134;-47.52379511;912.460760;922.174497;-10.474614;2.079991;0.265940;2.345931;0.235437;8;1.426389;7.815178;0.173570;0.372992;0.411400;0.557032
63;260130.00;00:15:30.00;4081095.4480;-4457449.2733;-2034743.0327;0.3337;0.2162;0.0755;-0.0137;0.1475;0.2415;0.0861;-0.0102;0.3669;0.2419;0.2421;-18.72410135;-47.52379514;912.458628;922.172365;-10.468152;2.079991;0.266179;2.346170;0.237662;8;1.042156;7.815178;0.170803;0.366920;0.404727;0.546089
64;260145.00;00:15:45.00;4081095.4326;-4457449.2718;-2034743.0309;0.3289;0.2119;0.0740;-0.0241;0.1453;0.2395;0.0844;-0.0217;0.3610;0.2407;0.2416;-18.72410137;-47.52379523;912.447171;922.160908;-10.473630;2.079991;0.268819;2.348810;0.242745;8;1.495808;7.815178;0.168097;0.360956;0.398178;0.535405
65;260160.00;00:16:00.00;4081095.4273;-4457449.2752;-2034743.0301;0.3241;0.2078;0.0726;-0.0303;0.1432;0.2400;0.0828;-0.0230;0.3551;0.2419;0.2430;-18.72410136;-47.52379529;912.445910;922.159647;-10.477817;2.079991;0.268413;2.348404;0.242608;8;0.706786;7.815178;0.165450;0.355101;0.391753;0.524979
66;260175.00;00:16:15.00;4081095.4263;-4457449.2717;-2034743.0254;0.3194;0.2037;0.0712;-0.0287;0.1411;0.2433;0.0813;-0.0276;0.3494;0.2450;0.2466;-18.72410133;-47.52379528;912.441275;922.155012;-10.458646;2.079991;0.266379;2.346370;0.244384;8;1.011946;7.815178;0.162858;0.349355;0.385450;0.514807
67;260190.00;00:16:30.00;4081095.4248;-4457449.2773;-2034743.0261;0.3147;0.1998;0.0698;-0.0335;0.1391;0.2437;0.0797;-0.0244;0.3437;0.2460;0.2472;-18.72410133;-47.52379532;912.444474;922.158211;-10.439928;2.079991;0.266060;2.346051;0.242427;8;0.414221;7.815178;0.160321;0.343719;0.379269;0.504886
68;260205.00;00:16:45.00;4081095.4269;-4457449.2917;-2034743.0307;0.3101;0.1960;0.0685;-0.0417;0.1371;0.2432;0.0783;-0.0115;0.3382;0.2467;0.2470;-18.72410133;-47.52379540;912.457343;922.171081;-10.385969;2.079991;0.264950;2.344941;0.244064;8;0.998890;7.815178;0.157834;0.338191;0.373209;0.495211
69;260220.00;00:16:60.00;4081095.4375;-4457449.2994;-2034743.0333;0.3056;0.1923;0.0673;-0.0391;0.1351;0.2448;0.0768;0.0015;0.3328;0.2479;0.2479;-18.72410132;-47.52379538;912.470330;922.184068;-10.376566;2.079991;0.264209;2.344199;0.246215;8;1.095729;7.815178;0.155398;0.332772;0.367268;0.485778
70;260235.00;00:17:15.00;4081095.4433;-4457449.3101;-2034743.0380;0.3011;0.1887;0.0661;-0.0420;0.1331;0.2442;0.0754;0.0142;0.3275;0.2478;0.2482;-18.72410133;-47.52379540;912.483058;922.196795;-10.362627;2.079991;0.263517;2.343508;0.247558;8;0.969781;7.815178;0.153009;0.327460;0.361444;0.476581
71;260250.00;00:17:30.00;4081095.4507;-4457449.3190;-2034743.0399;0.2967;0.1852;0.0649;-0.0426;0.1312;0.2461;0.0741;0.0258;0.3223;0.2497;0.2511;-18.72410131;-47.52379541;912.494672;922.208409;-10.351436;2.079991;0.261596;2.341586;0.247090;8;0.660610;7.815178;0.150667;0.322254;0.355736;0.467616
72;260265.00;00:17:45.00;4081095.4399;-4457449.3117;-2034743.0380;0.2924;0.1818;0.0637;-0.0456;0.1293;0.2438;0.0727;0.0131;0.3172;0.2480;0.2484;-18.72410133;-47.52379544;912.482014;922.195751;-10.371788;2.079991;0.263236;2.343227;0.245291;8;0.421193;7.815178;0.148369;0.317154;0.350143;0.458877
73;260280.00;00:18:00.00;4081095.4397;-4457449.3172;-2034743.0384;0.2881;0.1785;0.0626;-0.0494;0.1275;0.2447;0.0715;0.0169;0.3122;0.2497;0.2502;-18.72410132;-47.52379547;912.485812;922.199549;-10.381676;2.079991;0.262818;2.342809;0.244235;8;0.544689;7.815178;0.146116;0.312158;0.344662;0.450360
74;260295.00;00:18:15.00;4081095.4629;-4457449.3405;-2034743.0431;0.2840;0.1752;0.0615;-0.0481;0.1256;0.2508;0.0702;0.0496;0.3073;0.2554;0.2602;-18.72410127;-47.52379546;912.518502;922.232240;-10.365219;2.079991;0.256704;2.336695;0.250109;8;1.813562;7.815178;0.143905;0.307263;0.339293;0.442059
75;260310.00;00:18:30.00;4081095.4772;-4457449.3551;-2034743.0457;0.2798;0.1721;0.0604;-0.0474;0.1238;0.2549;0.0690;0.0698;0.3025;0.2592;0.2685;-18.72410123;-47.52379546;912.538623;922.252361;-10.390018;2.079991;0.253879;2.333870;0.253340;8;1.354406;7.815178;0.141735;0.302470;0.334032;0.433968
76;260325.00;00:18:45.00;4081095.4950;-4457449.3639;-2034743.0481;0.2758;0.1691;0.0594;-0.0402;0.1220;0.2586;0.0678;0.0881;0.2978;0.2617;0.2761;-18.72410120;-47.52379539;912.556990;922.270728;-10.378414;2.079991;0.252276;2.332266;0.256250;8;1.312970;7.815178;0.139606;0.297776;0.328878;0.426082
77;260340.00;00:18:60.00;4081095.5018;-4457449.3712;-2034743.0501;0.2718;0.1661;0.0584;-0.0401;0.1203;0.2599;0.0666;0.0981;0.2932;0.2629;0.2807;-18.72410118;-47.52379539;912.566996;922.280733;-10.363783;2.079991;0.251088;2.331079;0.255284;8;0.582369;7.815178;0.137517;0.293180;0.323829;0.418397
78;260355.00;00:19:15.00;4081095.5120;-4457449.3725;-2034743.0515;0.2678;0.1633;0.0574;-0.0335;0.1186;0.2611;0.0655;0.1061;0.2887;0.2632;0.2838;-18.72410117;-47.52379532;912.574924;922.288662;-10.348883;2.079991;0.250312;2.330303;0.253766;8;0.468249;7.815178;0.135466;0.288680;0.318884;0.410907
