,
0024,-0.1340
0034,-0.2167
0044,-0.3158
0054,-0.1094
0084,-0.3596
0094,-0.1565
0114,-0.1714
0124,-0.4081
0144,
0164,-0.5120
0174,-0.2932
0184,-0.2434
0204,-0.3264
1374,-0.1247
1384,-0.3735
1444,-0.0446
1445,-0.4161
1454,-0.2650
1455,-0.3369
1464,-0.1061
1465,-0.2031
1474,
1475,
1484,-0.2350
1485,-0.5349
1494,-0.1999
1495,-0.5494
1504,-0.2025
1505,-0.7367
1514,-0.1843
1515,-0.8708
1524,-0.0951
1525,-0.7983
1534,-0.2022
1535,-0.5959
1545,-0.4343
1554,-0.2106
1555,-0.5061
1564,-0.0845
1565,-0.4396
1574,-0.1554
1575,-0.5586
1584,-0.2773
1585,-0.4786
1594,-0.2914
1595,-0.7435
1604,-0.1327
1605,-0.7043
1614,0.0315
1615,-0.7583
1624,-0.0877
1625,-0.7973
1635,-0.7485
1644,-0.1592
1645,-0.7337
1654,-0.1008
1655,-0.5657
1664,-0.2016
1665,-0.5302
1684,-0.0611
1685,-0.1830
1704,-0.1310
1705,-0.4412
1714,-0.0707
1715,-0.3686
1724,-0.0924
1725,-0.4992
1734,-0.1441
1735,-0.4814
1744,-0.0773
1745,-0.1076
1754,-0.0689
1755,-0.4087
1764,-0.0661
1765,-0.5473
1774,-0.1221
1775,-0.6051
1784,-0.1483
1785,-0.7773
1794,-0.2235
1795,-0.7734
1804,-0.1558
1805,-0.6964
1814,-0.0496
1815,-0.5287
