,0,0,0,0
1455,0.16807497367497,-0.072032467532468,-0.034333555633556,0.10315192348192
1465,0.10919212004212,-0.044301877851878,-0.16282916812917,0.10330451281151
1475,0,0,0,0
1485,0.32330293085293,0.06360795015795,-0.37263455598456,0.10336913531064
1495,0.21541223236223,-0.016320831870832,-0.031428255528256,0.10361950754651
1505,0.25900415935416,-0.085122130572131,-0.056952246402246,0.10360732063882
1515,0.20007574587575,-0.046809985959986,-0.1699719024219,0.10380508669709
1525,0.15028323973324,-0.044468778518778,-0.1557028957529,0.10426556142506
1535,0.11540996840997,-0.055639434889435,-0.030453246753247,0.10480196928747
1545,0.087412478062478,-0.046705300105299,-0.1007901017901,0.10529239364689
1555,0.17125105300105,-0.033265882765883,0.043079922779923,0.10542568445068
1565,0.14516626230661,-0.042933632208158,-0.044687658227848,0.10609011462729
1575,0.16637220464135,0.00090634669479605,-0.31368382559775,0.10866102303094
1585,0.1593103018603,-0.01639126009126,-0.25175484380484,0.10693822937873
1595,0.16977342927343,0.046824780624781,-0.089084555984556,0.10723423622324
1605,0.17295547560548,-0.014039347139347,-0.051161056511056,0.10781701825202
1615,0.057937732537732,0.016153755703756,-0.10779645489645,0.10980645401895
1635,0.088711618111618,0.056489698139699,-0.16590145665146,0.11004106282906
1645,0.043250052650052,0.0037826605826606,-0.18594115479115,0.11103908511759
1655,0.055630080730081,0.0075943488943488,-0.059248876798877,0.11214704212004
1665,0.023729133029133,-0.0028367672867673,-0.038181274131274,0.11347487012987
1685,-0.089555071955072,0.22398643383643,0.20697693927694,0.11655637048087
1705,0.09148338013338,-0.020020586170586,0.050086135486135,0.11860650895051
1715,0.028626676026676,-0.047977693927694,-0.08615186030186,0.11921378904879
1725,0.048362425412426,-0.015854878904879,-0.11776691821692,0.11822201351351
1735,0.055405107055108,-0.036250315900316,-0.10739752544753,0.11875798420498
1745,-0.0066853632853633,-0.033462513162514,-0.20590475605476,0.11758227027027
1755,0.038932537732538,-0.078411951561951,0.0048996314496315,0.11601208950509
1765,0.10905858195858,-0.049781432081432,-0.022642260442261,0.11388753369603
1775,0.16660601965602,0.01054720954721,-0.12427769392769,0.11119515180765
1785,0.12095898560899,-0.04348674973675,0.060911091611092,0.10818409003159
1795,0.18740865215865,-0.070080343980344,-0.052174061074061,0.10700372744823
1805,0.2104604949105,-0.031782485082485,-0.063587521937522,0.10700310810811
1815,0.090235679185679,-0.042101140751141,-0.10126274131274,0.10577661811162
